episode,reward,learning_rate,target_update_freq
0,-3939.0,0.0005,100
1,-2192.0,0.0005,100
2,-1869.0,0.0005,100
3,-669.0,0.0005,100
4,-2204.0,0.0005,100
5,-836.0,0.0005,100
6,-677.0,0.0005,100
7,-1.0,0.0005,100
8,-278.0,0.0005,100
9,-2943.0,0.0005,100
10,-49.0,0.0005,100
11,-3765.0,0.0005,100
12,-148.0,0.0005,100
13,-19.0,0.0005,100
14,-1.0,0.0005,100
15,-4380.0,0.0005,100
16,-3738.0,0.0005,100
17,-55860.0,0.0005,100
18,-614.0,0.0005,100
19,-61996.0,0.0005,100
20,-15431.0,0.0005,100
21,-1457.0,0.0005,100
22,-3962.0,0.0005,100
23,-22864.0,0.0005,100
24,-78032.0,0.0005,100
25,-28.0,0.0005,100
26,-143.0,0.0005,100
27,-9176.0,0.0005,100
28,-51012.0,0.0005,100
29,0.0,0.0005,100
30,-6818.0,0.0005,100
31,-31930.0,0.0005,100
32,-433.0,0.0005,100
33,-1180.0,0.0005,100
34,-1.0,0.0005,100
35,-84024.0,0.0005,100
36,-46607.0,0.0005,100
37,-38344.0,0.0005,100
38,-10628.0,0.0005,100
39,-14781.0,0.0005,100
40,-629.0,0.0005,100
41,-6738.0,0.0005,100
42,-12344.0,0.0005,100
43,-36.0,0.0005,100
44,-14733.0,0.0005,100
45,-6619.0,0.0005,100
46,-12415.0,0.0005,100
47,0.0,0.0005,100
48,0.0,0.0005,100
49,0.0,0.0005,100
50,0.0,0.0005,100
51,-1.0,0.0005,100
52,-3655.0,0.0005,100
53,-171.0,0.0005,100
54,-1.0,0.0005,100
55,-10.0,0.0005,100
56,-28.0,0.0005,100
57,-15.0,0.0005,100
58,0.0,0.0005,100
59,-2261.0,0.0005,100
60,-3452.0,0.0005,100
61,-270.0,0.0005,100
62,0.0,0.0005,100
63,0.0,0.0005,100
64,0.0,0.0005,100
65,-10078.0,0.0005,100
66,-1919.0,0.0005,100
67,-1.0,0.0005,100
68,-27352.0,0.0005,100
69,-15.0,0.0005,100
70,-2706.0,0.0005,100
71,-1.0,0.0005,100
72,-1.0,0.0005,100
73,-2245.0,0.0005,100
74,-227.0,0.0005,100
75,-28.0,0.0005,100
76,-9376.0,0.0005,100
77,-6.0,0.0005,100
78,-4199.0,0.0005,100
79,0.0,0.0005,100
80,0.0,0.0005,100
81,-3812.0,0.0005,100
82,0.0,0.0005,100
83,-107092.0,0.0005,100
84,-639.0,0.0005,100
85,0.0,0.0005,100
86,-253.0,0.0005,100
87,-10.0,0.0005,100
88,-325.0,0.0005,100
89,-15.0,0.0005,100
90,-55.0,0.0005,100
91,-3.0,0.0005,100
92,-7978.0,0.0005,100
93,-36.0,0.0005,100
94,-120.0,0.0005,100
95,-3.0,0.0005,100
96,-10.0,0.0005,100
97,0.0,0.0005,100
98,-55.0,0.0005,100
99,-3.0,0.0005,100
100,-561.0,0.0005,100
101,-45.0,0.0005,100
102,-6.0,0.0005,100
103,-171.0,0.0005,100
104,-6.0,0.0005,100
105,-105.0,0.0005,100
106,-3.0,0.0005,100
107,-21.0,0.0005,100
108,0.0,0.0005,100
109,0.0,0.0005,100
110,-1.0,0.0005,100
111,-6.0,0.0005,100
112,-3.0,0.0005,100
113,-21.0,0.0005,100
114,-3.0,0.0005,100
115,-276.0,0.0005,100
116,-21.0,0.0005,100
117,0.0,0.0005,100
118,-210.0,0.0005,100
119,-210.0,0.0005,100
120,-1.0,0.0005,100
121,-210.0,0.0005,100
122,-435.0,0.0005,100
123,-10.0,0.0005,100
124,-1.0,0.0005,100
125,-36.0,0.0005,100
126,-91.0,0.0005,100
127,-10.0,0.0005,100
128,-3.0,0.0005,100
129,-10.0,0.0005,100
130,-1.0,0.0005,100
131,-1653.0,0.0005,100
132,-105.0,0.0005,100
133,-136.0,0.0005,100
134,0.0,0.0005,100
135,-1.0,0.0005,100
136,-1.0,0.0005,100
137,-1657.0,0.0005,100
138,-45.0,0.0005,100
139,-21.0,0.0005,100
140,-15.0,0.0005,100
141,-1.0,0.0005,100
142,-630.0,0.0005,100
143,-1.0,0.0005,100
144,-6.0,0.0005,100
145,-1.0,0.0005,100
146,-3.0,0.0005,100
147,-15.0,0.0005,100
148,0.0,0.0005,100
149,-21.0,0.0005,100
150,-105.0,0.0005,100
151,-15.0,0.0005,100
152,-2346.0,0.0005,100
153,-1.0,0.0005,100
154,-1.0,0.0005,100
155,-21.0,0.0005,100
156,-465.0,0.0005,100
157,-1.0,0.0005,100
158,-10.0,0.0005,100
159,-351.0,0.0005,100
160,-10.0,0.0005,100
161,-10.0,0.0005,100
162,-78.0,0.0005,100
163,0.0,0.0005,100
164,-6.0,0.0005,100
165,-3.0,0.0005,100
166,-10.0,0.0005,100
167,-1.0,0.0005,100
168,-3.0,0.0005,100
169,-3.0,0.0005,100
170,-15.0,0.0005,100
171,-10.0,0.0005,100
172,-36.0,0.0005,100
173,-3.0,0.0005,100
174,-6.0,0.0005,100
175,0.0,0.0005,100
176,-6.0,0.0005,100
177,-3.0,0.0005,100
178,-3.0,0.0005,100
179,-10.0,0.0005,100
180,-153.0,0.0005,100
181,-3.0,0.0005,100
182,-3.0,0.0005,100
183,-153.0,0.0005,100
184,-1.0,0.0005,100
185,-10.0,0.0005,100
186,-3.0,0.0005,100
187,-3.0,0.0005,100
188,-3.0,0.0005,100
189,0.0,0.0005,100
190,-6.0,0.0005,100
191,-1.0,0.0005,100
192,-3.0,0.0005,100
193,-3.0,0.0005,100
194,-10.0,0.0005,100
195,-1.0,0.0005,100
196,-1.0,0.0005,100
197,-1.0,0.0005,100
198,-3.0,0.0005,100
199,-3.0,0.0005,100
200,-1.0,0.0005,100
201,-6.0,0.0005,100
202,-15.0,0.0005,100
203,-6.0,0.0005,100
204,-3.0,0.0005,100
205,-10.0,0.0005,100
206,-45.0,0.0005,100
207,-6.0,0.0005,100
208,-6.0,0.0005,100
209,-3.0,0.0005,100
210,0.0,0.0005,100
211,-1.0,0.0005,100
212,-3.0,0.0005,100
213,-45.0,0.0005,100
214,-6.0,0.0005,100
215,-1.0,0.0005,100
216,-6.0,0.0005,100
217,-136.0,0.0005,100
218,0.0,0.0005,100
219,-10.0,0.0005,100
220,-3.0,0.0005,100
221,-10.0,0.0005,100
222,0.0,0.0005,100
223,0.0,0.0005,100
224,-15.0,0.0005,100
225,-1.0,0.0005,100
226,-1.0,0.0005,100
227,-10.0,0.0005,100
228,-3.0,0.0005,100
229,-6.0,0.0005,100
230,-6.0,0.0005,100
231,-6.0,0.0005,100
232,-10.0,0.0005,100
233,-3.0,0.0005,100
234,-10.0,0.0005,100
235,-1.0,0.0005,100
236,-1.0,0.0005,100
237,0.0,0.0005,100
238,-28.0,0.0005,100
239,-3.0,0.0005,100
240,-6.0,0.0005,100
241,-10.0,0.0005,100
242,-10.0,0.0005,100
243,0.0,0.0005,100
244,-1.0,0.0005,100
245,-1.0,0.0005,100
246,0.0,0.0005,100
247,-6.0,0.0005,100
248,0.0,0.0005,100
249,-3.0,0.0005,100
250,-6.0,0.0005,100
251,-6.0,0.0005,100
252,-6.0,0.0005,100
253,-6.0,0.0005,100
254,-6.0,0.0005,100
255,-1.0,0.0005,100
256,-6.0,0.0005,100
257,-10.0,0.0005,100
258,-3.0,0.0005,100
259,-6.0,0.0005,100
260,-3.0,0.0005,100
261,-10.0,0.0005,100
262,-1.0,0.0005,100
263,-3.0,0.0005,100
264,-10.0,0.0005,100
265,-3.0,0.0005,100
266,-1.0,0.0005,100
267,-3.0,0.0005,100
268,-10.0,0.0005,100
269,-3.0,0.0005,100
270,-6.0,0.0005,100
271,-10.0,0.0005,100
272,0.0,0.0005,100
273,-356.0,0.0005,100
274,0.0,0.0005,100
275,-15.0,0.0005,100
276,-1.0,0.0005,100
277,-1.0,0.0005,100
278,-3.0,0.0005,100
279,-6.0,0.0005,100
